gsid,index_no,station,district,year,month,days,utc_hour,rh
366,1030,Kathmandu Airport,Kathmandu,2017,1,24,3,88.6
366,1030,Kathmandu Airport,Kathmandu,2017,1,24,12,59.7
366,1030,Kathmandu Airport,Kathmandu,2017,1,25,3,91.4
366,1030,Kathmandu Airport,Kathmandu,2017,1,25,12,52.4
366,1030,Kathmandu Airport,Kathmandu,2017,1,26,3,86.2
366,1030,Kathmandu Airport,Kathmandu,2017,1,26,12,50.9
366,1030,Kathmandu Airport,Kathmandu,2017,1,27,3,84.8
366,1030,Kathmandu Airport,Kathmandu,2017,1,27,12,92.1
366,1030,Kathmandu Airport,Kathmandu,2017,1,28,3,93.9
366,1030,Kathmandu Airport,Kathmandu,2017,1,28,12,53.2
366,1030,Kathmandu Airport,Kathmandu,2017,1,29,3,88.1
366,1030,Kathmandu Airport,Kathmandu,2017,1,29,12,70.1
366,1030,Kathmandu Airport,Kathmandu,2017,1,30,3,97.1
366,1030,Kathmandu Airport,Kathmandu,2017,1,30,12,71.3
366,1030,Kathmandu Airport,Kathmandu,2017,1,31,3,87
366,1030,Kathmandu Airport,Kathmandu,2017,1,31,12,61.2
366,1030,Kathmandu Airport,Kathmandu,2017,2,1,3,92
366,1030,Kathmandu Airport,Kathmandu,2017,2,1,12,67.8
366,1030,Kathmandu Airport,Kathmandu,2017,2,2,3,93.2
366,1030,Kathmandu Airport,Kathmandu,2017,2,2,12,66
366,1030,Kathmandu Airport,Kathmandu,2017,2,3,3,97.2
366,1030,Kathmandu Airport,Kathmandu,2017,2,3,12,62.2
366,1030,Kathmandu Airport,Kathmandu,2017,2,4,3,94.6
366,1030,Kathmandu Airport,Kathmandu,2017,2,4,12,58.7
366,1030,Kathmandu Airport,Kathmandu,2017,2,5,3,87.1
366,1030,Kathmandu Airport,Kathmandu,2017,2,5,12,56.4
366,1030,Kathmandu Airport,Kathmandu,2017,2,6,3,91.8
366,1030,Kathmandu Airport,Kathmandu,2017,2,6,12,49.4
366,1030,Kathmandu Airport,Kathmandu,2017,2,7,3,86.4
366,1030,Kathmandu Airport,Kathmandu,2017,2,7,12,52.1
366,1030,Kathmandu Airport,Kathmandu,2017,2,8,3,86.7
366,1030,Kathmandu Airport,Kathmandu,2017,2,8,12,54.7
366,1030,Kathmandu Airport,Kathmandu,2017,2,9,3,94.3
366,1030,Kathmandu Airport,Kathmandu,2017,2,9,12,60.3
366,1030,Kathmandu Airport,Kathmandu,2017,2,10,3,85.4
366,1030,Kathmandu Airport,Kathmandu,2017,2,10,12,50.5
366,1030,Kathmandu Airport,Kathmandu,2017,2,11,3,83.1
366,1030,Kathmandu Airport,Kathmandu,2017,2,11,12,53.6
366,1030,Kathmandu Airport,Kathmandu,2017,2,12,3,86.4
366,1030,Kathmandu Airport,Kathmandu,2017,2,12,12,50.6
366,1030,Kathmandu Airport,Kathmandu,2017,2,13,3,88.1
366,1030,Kathmandu Airport,Kathmandu,2017,2,13,12,47.3
366,1030,Kathmandu Airport,Kathmandu,2017,2,14,3,75
366,1030,Kathmandu Airport,Kathmandu,2017,2,14,12,59.6
366,1030,Kathmandu Airport,Kathmandu,2017,2,15,3,89.1
366,1030,Kathmandu Airport,Kathmandu,2017,2,15,12,60.6
366,1030,Kathmandu Airport,Kathmandu,2017,2,16,3,94.5
366,1030,Kathmandu Airport,Kathmandu,2017,2,16,12,53
366,1030,Kathmandu Airport,Kathmandu,2017,2,17,3,76.5
366,1030,Kathmandu Airport,Kathmandu,2017,2,17,12,55.2
366,1030,Kathmandu Airport,Kathmandu,2017,2,18,3,87.8
366,1030,Kathmandu Airport,Kathmandu,2017,2,18,12,60.7
366,1030,Kathmandu Airport,Kathmandu,2017,2,19,3,92.5
366,1030,Kathmandu Airport,Kathmandu,2017,2,19,12,60.4
366,1030,Kathmandu Airport,Kathmandu,2017,2,20,3,87.7
366,1030,Kathmandu Airport,Kathmandu,2017,2,20,12,60.4
366,1030,Kathmandu Airport,Kathmandu,2017,2,21,3,87.5
366,1030,Kathmandu Airport,Kathmandu,2017,2,21,12,38
366,1030,Kathmandu Airport,Kathmandu,2017,2,22,3,76
366,1030,Kathmandu Airport,Kathmandu,2017,2,22,12,51.2
366,1030,Kathmandu Airport,Kathmandu,2017,2,23,3,82.4
366,1030,Kathmandu Airport,Kathmandu,2017,2,23,12,60
366,1030,Kathmandu Airport,Kathmandu,2017,2,24,3,81.1
366,1030,Kathmandu Airport,Kathmandu,2017,2,24,12,57.9
366,1030,Kathmandu Airport,Kathmandu,2017,2,25,3,84.3
366,1030,Kathmandu Airport,Kathmandu,2017,2,25,12,61.5
366,1030,Kathmandu Airport,Kathmandu,2017,2,26,3,80.3
366,1030,Kathmandu Airport,Kathmandu,2017,2,26,12,57.5
366,1030,Kathmandu Airport,Kathmandu,2017,2,27,3,89.5
366,1030,Kathmandu Airport,Kathmandu,2017,2,27,12,51.5
366,1030,Kathmandu Airport,Kathmandu,2017,2,28,3,87
366,1030,Kathmandu Airport,Kathmandu,2017,2,28,12,63.3
366,1030,Kathmandu Airport,Kathmandu,2017,3,1,3,88
366,1030,Kathmandu Airport,Kathmandu,2017,3,1,12,47.3
366,1030,Kathmandu Airport,Kathmandu,2017,3,2,3,80.8
366,1030,Kathmandu Airport,Kathmandu,2017,3,2,12,76.2
366,1030,Kathmandu Airport,Kathmandu,2017,3,3,3,75.1
366,1030,Kathmandu Airport,Kathmandu,2017,3,3,12,26.8
366,1030,Kathmandu Airport,Kathmandu,2017,3,4,3,66.6
366,1030,Kathmandu Airport,Kathmandu,2017,3,4,12,31.9
366,1030,Kathmandu Airport,Kathmandu,2017,3,5,3,72.3
366,1030,Kathmandu Airport,Kathmandu,2017,3,5,12,31.4
366,1030,Kathmandu Airport,Kathmandu,2017,3,6,3,73.8
366,1030,Kathmandu Airport,Kathmandu,2017,3,6,12,38
366,1030,Kathmandu Airport,Kathmandu,2017,3,7,3,72.7
366,1030,Kathmandu Airport,Kathmandu,2017,3,7,12,41.7
366,1030,Kathmandu Airport,Kathmandu,2017,3,8,3,68.7
366,1030,Kathmandu Airport,Kathmandu,2017,3,8,12,34.9
366,1030,Kathmandu Airport,Kathmandu,2017,3,9,3,69.9
366,1030,Kathmandu Airport,Kathmandu,2017,3,9,12,52.7
366,1030,Kathmandu Airport,Kathmandu,2017,3,10,3,89.6
366,1030,Kathmandu Airport,Kathmandu,2017,3,10,12,95.2
366,1030,Kathmandu Airport,Kathmandu,2017,3,11,3,100
366,1030,Kathmandu Airport,Kathmandu,2017,3,11,12,90.3
366,1030,Kathmandu Airport,Kathmandu,2017,3,12,3,89.1
366,1030,Kathmandu Airport,Kathmandu,2017,3,12,12,53.9
366,1030,Kathmandu Airport,Kathmandu,2017,3,13,3,78.7
366,1030,Kathmandu Airport,Kathmandu,2017,3,13,12,67.8
366,1030,Kathmandu Airport,Kathmandu,2017,3,14,3,80.7
366,1030,Kathmandu Airport,Kathmandu,2017,3,14,12,57.5
366,1030,Kathmandu Airport,Kathmandu,2017,3,15,3,64.6
366,1030,Kathmandu Airport,Kathmandu,2017,3,15,12,51.8
366,1030,Kathmandu Airport,Kathmandu,2017,3,16,3,72.2
366,1030,Kathmandu Airport,Kathmandu,2017,3,16,12,57.9
366,1030,Kathmandu Airport,Kathmandu,2017,3,17,3,74.9
366,1030,Kathmandu Airport,Kathmandu,2017,3,17,12,97.5
366,1030,Kathmandu Airport,Kathmandu,2017,3,18,3,62.2
366,1030,Kathmandu Airport,Kathmandu,2017,3,18,12,76
366,1030,Kathmandu Airport,Kathmandu,2017,3,19,3,87.2
366,1030,Kathmandu Airport,Kathmandu,2017,3,19,12,69
366,1030,Kathmandu Airport,Kathmandu,2017,3,20,3,70.4
366,1030,Kathmandu Airport,Kathmandu,2017,3,20,12,75.9
366,1030,Kathmandu Airport,Kathmandu,2017,3,21,3,80.8
366,1030,Kathmandu Airport,Kathmandu,2017,3,21,12,70.3
366,1030,Kathmandu Airport,Kathmandu,2017,3,22,3,82.1
366,1030,Kathmandu Airport,Kathmandu,2017,3,22,12,74.3
366,1030,Kathmandu Airport,Kathmandu,2017,3,23,3,83
366,1030,Kathmandu Airport,Kathmandu,2017,3,23,12,67.5
366,1030,Kathmandu Airport,Kathmandu,2017,3,24,3,78.3
366,1030,Kathmandu Airport,Kathmandu,2017,3,24,12,68.2
366,1030,Kathmandu Airport,Kathmandu,2017,3,25,3,88.9
366,1030,Kathmandu Airport,Kathmandu,2017,3,25,12,69.3
366,1030,Kathmandu Airport,Kathmandu,2017,3,26,3,87.8
366,1030,Kathmandu Airport,Kathmandu,2017,3,26,12,67.7
366,1030,Kathmandu Airport,Kathmandu,2017,3,27,3,90.2
366,1030,Kathmandu Airport,Kathmandu,2017,3,27,12,76.6
366,1030,Kathmandu Airport,Kathmandu,2017,3,28,3,83
366,1030,Kathmandu Airport,Kathmandu,2017,3,28,12,80.2
366,1030,Kathmandu Airport,Kathmandu,2017,3,29,3,100
366,1030,Kathmandu Airport,Kathmandu,2017,3,29,12,88.6
366,1030,Kathmandu Airport,Kathmandu,2017,3,30,3,98
366,1030,Kathmandu Airport,Kathmandu,2017,3,30,12,80.8
366,1030,Kathmandu Airport,Kathmandu,2017,3,31,3,90.5
366,1030,Kathmandu Airport,Kathmandu,2017,3,31,12,75.7
366,1030,Kathmandu Airport,Kathmandu,2017,4,1,3,76.8
366,1030,Kathmandu Airport,Kathmandu,2017,4,1,12,77.2
366,1030,Kathmandu Airport,Kathmandu,2017,4,2,3,83.4
366,1030,Kathmandu Airport,Kathmandu,2017,4,2,12,73.5
366,1030,Kathmandu Airport,Kathmandu,2017,4,3,3,63.5
366,1030,Kathmandu Airport,Kathmandu,2017,4,3,12,65.8
366,1030,Kathmandu Airport,Kathmandu,2017,4,4,3,78.3
366,1030,Kathmandu Airport,Kathmandu,2017,4,4,12,64.3
366,1030,Kathmandu Airport,Kathmandu,2017,4,5,3,83
366,1030,Kathmandu Airport,Kathmandu,2017,4,5,12,69.5
366,1030,Kathmandu Airport,Kathmandu,2017,4,6,3,84.6
366,1030,Kathmandu Airport,Kathmandu,2017,4,6,12,53.8
366,1030,Kathmandu Airport,Kathmandu,2017,4,7,3,71.2
366,1030,Kathmandu Airport,Kathmandu,2017,4,7,12,41
366,1030,Kathmandu Airport,Kathmandu,2017,4,8,3,65.8
366,1030,Kathmandu Airport,Kathmandu,2017,4,8,12,44.3
366,1030,Kathmandu Airport,Kathmandu,2017,4,9,3,62
366,1030,Kathmandu Airport,Kathmandu,2017,4,9,12,28.4
366,1030,Kathmandu Airport,Kathmandu,2017,4,10,3,57.2
366,1030,Kathmandu Airport,Kathmandu,2017,4,10,12,41
366,1030,Kathmandu Airport,Kathmandu,2017,4,11,3,58.2
366,1030,Kathmandu Airport,Kathmandu,2017,4,11,12,45.4
366,1030,Kathmandu Airport,Kathmandu,2017,4,12,3,64.4
366,1030,Kathmandu Airport,Kathmandu,2017,4,12,12,48.9
366,1030,Kathmandu Airport,Kathmandu,2017,4,13,3,70.3
366,1030,Kathmandu Airport,Kathmandu,2017,4,13,12,57.2
366,1030,Kathmandu Airport,Kathmandu,2017,4,14,3,69.2
366,1030,Kathmandu Airport,Kathmandu,2017,4,14,12,64.3
366,1030,Kathmandu Airport,Kathmandu,2017,4,15,3,95.3
366,1030,Kathmandu Airport,Kathmandu,2017,4,15,12,61.3
366,1030,Kathmandu Airport,Kathmandu,2017,4,16,3,78.6
366,1030,Kathmandu Airport,Kathmandu,2017,4,16,12,63.4
366,1030,Kathmandu Airport,Kathmandu,2017,4,17,3,74.2
366,1030,Kathmandu Airport,Kathmandu,2017,4,17,12,62.4
366,1030,Kathmandu Airport,Kathmandu,2017,4,18,3,75.6
366,1030,Kathmandu Airport,Kathmandu,2017,4,18,12,66.7
366,1030,Kathmandu Airport,Kathmandu,2017,4,19,3,84.9
366,1030,Kathmandu Airport,Kathmandu,2017,4,19,12,80.5
366,1030,Kathmandu Airport,Kathmandu,2017,4,20,3,96
366,1030,Kathmandu Airport,Kathmandu,2017,4,20,12,81.7
366,1030,Kathmandu Airport,Kathmandu,2017,4,21,3,100
366,1030,Kathmandu Airport,Kathmandu,2017,4,21,12,74.1
366,1030,Kathmandu Airport,Kathmandu,2017,4,22,3,90.7
366,1030,Kathmandu Airport,Kathmandu,2017,4,22,12,87.3
366,1030,Kathmandu Airport,Kathmandu,2017,4,23,3,95.9
366,1030,Kathmandu Airport,Kathmandu,2017,4,23,12,83.5
366,1030,Kathmandu Airport,Kathmandu,2017,4,24,3,84.1
366,1030,Kathmandu Airport,Kathmandu,2017,4,24,12,66
366,1030,Kathmandu Airport,Kathmandu,2017,4,25,3,74.2
366,1030,Kathmandu Airport,Kathmandu,2017,4,25,12,52.6
366,1030,Kathmandu Airport,Kathmandu,2017,4,26,3,59.3
366,1030,Kathmandu Airport,Kathmandu,2017,4,26,12,43.8
366,1030,Kathmandu Airport,Kathmandu,2017,4,27,3,58.2
366,1030,Kathmandu Airport,Kathmandu,2017,4,27,12,38.1
366,1030,Kathmandu Airport,Kathmandu,2017,4,28,3,60.9
