datetime, Max, Min, Average
01/06/2017 13, 17.8999996185, 17.1000003815, 17.557692417734614, 
01/06/2017 14, 18, 16.8999996185, 17.395000171656665, 
01/06/2017 15, 17.2000007629, 16.5, 16.830000114435002, 
01/06/2017 16, 16.8999996185, 14.8999996185, 15.938636389650004, 
01/06/2017 17, 14.8000001907, 13.1000003815, 13.882352941176473, 
01/06/2017 18, 13.1000003815, 11.6999998093, 12.454999971388338, 
01/06/2017 19, 11.6999998093, 10.8000001907, 11.091666650763328, 
01/06/2017 20, 10.6999998093, 9.5, 10.021666669846832, 
01/06/2017 21, 9.5, 8.69999980927, 9.189999993642505, 
01/06/2017 22, 8.69999980927, 7.69999980927, 8.211666719118165, 
01/06/2017 23, 7.59999990463, 7.19999980927, 7.445000036556158, 
01/07/2017 00, 7.19999980927, 6.40000009537, 6.776666665077332, 
01/07/2017 01, 6.5, 6, 6.30500002702117, 
01/07/2017 02, 6.19999980927, 5.69999980927, 5.930000042915164, 
01/07/2017 03, 5.80000019073, 5.30000019073, 5.5466666698454965, 
01/07/2017 04, 5.30000019073, 5, 5.13999999364067, 
01/07/2017 05, 5.09999990463, 4.90000009537, 4.975000023842499, 
01/07/2017 06, 5.09999990463, 4.69999980927, 4.861666687329833, 
01/07/2017 07, 5.90000009537, 4.90000009537, 5.241666642825499, 
01/07/2017 08, 8.80000019073, 6, 7.4350000143046655, 
01/07/2017 09, 11.8999996185, 8.80000019073, 10.517021321243194, 
01/07/2017 10, 14.3000001907, 11.6999998093, 12.958333365128334, 
01/07/2017 11, 16, 14.3000001907, 15.178333346050009, 
01/07/2017 12, 18.2999992371, 15.6000003815, 17.025000190731664, 
01/07/2017 13, 18.2999992371, 17.2000007629, 17.824999936424998, 
01/07/2017 14, 17.8999996185, 17, 17.464999993638337, 
01/07/2017 15, 17.2999992371, 16.7000007629, 16.994999949140006, 
01/07/2017 16, 16.7000007629, 14.8000001907, 15.600000143043331, 
01/07/2017 17, 14.6999998093, 13.1999998093, 13.90500005086666, 
01/07/2017 18, 13.3000001907, 12.1999998093, 12.593617033459577, 
01/07/2017 19, 12.1999998093, 10.8000001907, 11.641509379984903, 
01/07/2017 20, 10.6999998093, 9.39999961853, 9.959999974577833, 
01/07/2017 21, 9.60000038147, 8.39999961853, 8.90166672070884, 
01/07/2017 22, 8.39999961853, 7.5, 7.8183333396901675, 
01/07/2017 23, 7.80000019073, 6.59999990463, 7.249999960263836, 
01/08/2017 00, 6.80000019073, 6, 6.229999995230836, 
01/08/2017 01, 6, 5.80000019073, 5.940000057220663, 
01/08/2017 02, 6.5, 6, 6.151666704812501, 
01/08/2017 03, 6, 5.5, 5.740000025430494, 
01/08/2017 04, 6.5, 5.5, 5.996666693687661, 
01/08/2017 05, 6.30000019073, 5.5, 5.8083333174385, 
01/08/2017 06, 5.59999990463, 5.30000019073, 5.411666750907829, 
01/08/2017 07, 6.5, 5.40000009537, 5.808333349228333, 
01/08/2017 08, 8.39999961853, 6.5, 7.5466667095811655, 
01/08/2017 09, 11.3999996185, 8.39999961853, 9.939999898272, 
01/08/2017 10, 13.6999998093, 11.3000001907, 12.701666657133336, 
01/08/2017 11, 15.6999998093, 13.5, 14.601666688923334, 
01/08/2017 12, 17.3999996185, 15.6999998093, 16.848333390551666, 
01/08/2017 13, 18, 17, 17.420000076296667, 
01/08/2017 14, 17.8999996185, 17, 17.52166652679667, 
01/08/2017 15, 17.7999992371, 15.5, 16.894871931805127, 
01/08/2017 16, 15.6999998093, 14.3000001907, 14.989999914163329, 
01/08/2017 17, 14.3000001907, 13.3000001907, 13.785000006359999, 
01/08/2017 18, 13.3000001907, 12.6999998093, 13.003333361943337, 
01/08/2017 19, 12.6000003815, 11.6000003815, 12.035000133526664, 
01/08/2017 20, 11.6000003815, 10, 10.773333311081668, 
01/08/2017 21, 10, 8.60000038147, 9.2900000095365, 
01/08/2017 22, 9, 8.10000038147, 8.47500011126167, 
01/08/2017 23, 8.5, 7.40000009537, 7.968333379427833, 
01/09/2017 00, 7.30000019073, 6.69999980927, 7.037499976158001, 
01/09/2017 01, 6.80000019073, 6.30000019073, 6.528333338102162, 
01/09/2017 02, 7, 5.90000009537, 6.370000004768, 
01/09/2017 03, 6, 5.5, 5.761666703223336, 
01/09/2017 04, 5.5, 5, 5.209999934833003, 
01/09/2017 05, 5, 4.80000019073, 4.963333368302163, 
01/09/2017 06, 5.40000009537, 4.5, 4.955000019072334, 
01/09/2017 07, 5.90000009537, 5, 5.318333347637166, 
01/09/2017 08, 9.19999980927, 5.90000009537, 7.266666666666834, 
01/09/2017 09, 12.3999996185, 8.89999961853, 10.528333330152831, 
01/09/2017 10, 13.8999996185, 12.1999998093, 13.07333337466, 
01/09/2017 11, 16.8999996185, 14.1999998093, 15.531666660310002, 
01/09/2017 12, 17.7000007629, 16.1000003815, 17.121666749316663, 
01/09/2017 13, 18.2999992371, 17.2999992371, 17.736666806543337, 
01/09/2017 14, 17.8999996185, 15.6999998093, 16.60833331743, 
01/09/2017 15, 16.7000007629, 15.6999998093, 16.02833350498333, 
01/09/2017 16, 16.2000007629, 14.3000001907, 15.27666672071, 
01/09/2017 17, 14.3000001907, 13.3000001907, 13.85833338101667, 
01/09/2017 18, 13.3000001907, 12.1999998093, 12.707272755009095, 
01/09/2017 19, 12.1999998093, 10.6999998093, 11.386666679386673, 
01/09/2017 20, 10.6999998093, 9.10000038147, 9.976666577665334, 
01/09/2017 21, 9.39999961853, 8.5, 8.896666701635002, 
01/09/2017 22, 8.5, 7.69999980927, 8.118604693301632, 
01/09/2017 23, 7.80000019073, 6.59999990463, 7.226666633288504, 
01/10/2017 00, 7.09999990463, 6.5, 6.771666669845499, 
01/10/2017 01, 7.09999990463, 6.5, 6.680701715904038, 
01/10/2017 02, 6.5, 5.90000009537, 6.276666696866499, 
01/10/2017 03, 6.69999980927, 5.80000019073, 6.300000039735663, 
01/10/2017 04, 6.30000019073, 5.30000019073, 5.695000020662832, 
01/10/2017 05, 5.90000009537, 5.40000009537, 5.621052566328422, 
01/10/2017 06, 6, 5.80000019073, 5.910000085830828, 
01/10/2017 07, 7.09999990463, 5.80000019073, 6.358333373068833, 
01/10/2017 08, 9.80000019073, 7, 7.831666660308167, 
01/10/2017 09, 12.1999998093, 9.69999980927, 11.060000054041003, 
01/10/2017 10, 14.6000003815, 12.3000001907, 13.55500001906833, 
01/10/2017 11, 16.2000007629, 14.1999998093, 15.11000003815, 
01/10/2017 12, 17, 15.8000001907, 16.521666606265, 
01/10/2017 13, 17.1000003815, 15.8999996185, 16.580434965041302, 
01/10/2017 14, 17.1000003815, 16.2000007629, 16.59500004450333, 
01/10/2017 15, 16.5, 15.1000003815, 15.5083334446, 
01/10/2017 16, 15, 13.6999998093, 14.103333234780003, 
01/10/2017 17, 13.6999998093, 12.3999996185, 12.946666685745006, 
01/10/2017 18, 12.6999998093, 11.3000001907, 11.852083384993756, 
01/10/2017 19, 11.3000001907, 10.6000003815, 10.920000108080002, 
01/10/2017 20, 10.6000003815, 9.10000038147, 9.95208330948583, 
01/10/2017 21, 9.10000038147, 8.19999980927, 8.740000009536665, 
01/10/2017 22, 8.5, 7.69999980927, 8.158333349228167, 
01/10/2017 23, 7.80000019073, 6.69999980927, 7.33333334127967, 
01/11/2017 00, 6.90000009537, 6.5, 6.683333309492001, 
01/11/2017 01, 6.69999980927, 6, 6.284210472776841, 
01/11/2017 02, 6.30000019073, 5.59999990463, 5.933333333332998, 
01/11/2017 03, 5.59999990463, 4.69999980927, 5.064150972185658, 
01/11/2017 04, 4.80000019073, 4.09999990463, 4.451666601498666, 
01/11/2017 05, 4.5, 4, 4.196491182896313, 
01/11/2017 06, 4.69999980927, 4.30000019073, 4.478000020981204, 
01/11/2017 07, 5.5, 4.5, 4.891666650772083, 
01/11/2017 08, 8, 5.5, 5.9744185957793015, 
01/11/2017 09, 10.6999998093, 8, 9.433333317445669, 
01/11/2017 10, 12.3000001907, 10.6000003815, 11.458333349226665, 
01/11/2017 11, 14.8999996185, 12.1999998093, 13.388333288828331, 
01/11/2017 12, 15.8000001907, 13.3999996185, 14.658333317434998, 
01/11/2017 13, 15, 13.8000001907, 14.556666564933336, 
01/11/2017 14, 15.3999996185, 13.8999996185, 14.778333377839997, 
01/11/2017 15, 15.5, 14.3000001907, 14.878333425529998, 
01/11/2017 16, 14.3000001907, 12.5, 13.536666679374996, 
01/11/2017 17, 12.3999996185, 11.1000003815, 11.688333304721668, 
01/11/2017 18, 11.1000003815, 10.3000001907, 10.686666711163324, 
01/11/2017 19, 10.3000001907, 9.39999961853, 9.864999977759506, 
01/11/2017 20, 9.5, 8.39999961853, 8.959999910990668, 
01/11/2017 21, 8.60000038147, 8.19999980927, 8.398333390553669, 
01/11/2017 22, 8.89999961853, 8.5, 8.741666650770993, 
01/11/2017 23, 8.69999980927, 7.80000019073, 8.383333349228497, 
01/12/2017 00, 7.80000019073, 6.90000009537, 7.345000012715501, 
01/12/2017 01, 7, 6.30000019073, 6.656666676203832, 
01/12/2017 02, 6.5, 5.5, 5.9950000127153364, 
01/12/2017 03, 5.69999980927, 4.80000019073, 5.122916658719583, 
01/12/2017 04, 4.80000019073, 4.30000019073, 4.601818214762182, 
01/12/2017 05, 4.59999990463, 4.30000019073, 4.478333353995666, 
01/12/2017 06, 4.40000009537, 4.09999990463, 4.201666553817332, 
01/12/2017 07, 5.19999980927, 4.19999980927, 4.628070187151406, 
01/12/2017 08, 7.19999980927, 5.19999980927, 5.949999993497954, 
01/12/2017 09, 9.69999980927, 7.40000009537, 8.555769296792118, 
01/12/2017 10, 12.3999996185, 9.39999961853, 10.989999993650503, 
01/12/2017 11, 13.8000001907, 12.3999996185, 13.15333334605333, 
01/12/2017 12, 15.1000003815, 13.3999996185, 14.353333361941662, 
01/12/2017 13, 15.6999998093, 14.1000003815, 14.979999939598335, 
01/12/2017 14, 15.6999998093, 14.8000001907, 15.238333257028334, 
01/12/2017 15, 14.8999996185, 13.6999998093, 14.296666638058333, 
01/12/2017 16, 14.1000003815, 12.1999998093, 13.148333279286664, 
01/12/2017 17, 12.1999998093, 10.6999998093, 11.365000025426665, 
01/12/2017 18, 10.6999998093, 9.80000019073, 10.28500002226067, 
01/12/2017 19, 9.80000019073, 9, 9.418333403269164, 
01/12/2017 20, 9, 8, 8.43666671117167, 
01/12/2017 21, 8.10000038147, 6.69999980927, 7.197500050067251, 
01/12/2017 22, 7.09999990463, 6.19999980927, 6.490000065165831, 
01/12/2017 23, 6.40000009537, 5.30000019073, 5.806666700044497, 
01/13/2017 00, 5.5, 4.69999980927, 5.045000004768834, 
01/13/2017 01, 5, 4.30000019073, 4.670000028610331, 
01/13/2017 02, 4.90000009537, 3.70000004768, 4.2733333508178335, 
01/13/2017 03, 4, 3.59999990463, 3.781666688123833, 
01/13/2017 04, 3.79999995232, 3.40000009537, 3.6149999777455033, 
01/13/2017 05, 3.5, 3.29999995232, 3.388333360356497, 
01/13/2017 06, 3.79999995232, 3.09999990463, 3.408333341279, 
01/13/2017 07, 4, 3.40000009537, 3.639999985694333, 
01/13/2017 08, 6.80000019073, 4, 5.2949999968208346, 
01/13/2017 09, 9.69999980927, 6.80000019073, 8.3533333778375, 
01/13/2017 10, 11.8999996185, 9.80000019073, 11.121666669844336, 
01/13/2017 11, 14.3000001907, 11.8999996185, 13.251666784291665, 
01/13/2017 12, 15.3999996185, 13.8000001907, 14.575000000005002, 
01/13/2017 13, 15.8000001907, 14.8000001907, 15.370454549786361, 
01/13/2017 14, 16, 14.8999996185, 15.414035077677191, 
01/13/2017 15, 15.1000003815, 13.8000001907, 14.503333298368341, 
01/13/2017 16, 14, 12.3000001907, 13.214999977741664, 
01/13/2017 17, 12.3000001907, 10.8999996185, 11.578333250676659, 
01/13/2017 18, 11, 10.1999998093, 10.51833333968167, 
01/13/2017 19, 10.1999998093, 9.10000038147, 9.718333307910168, 
01/13/2017 20, 9, 7.80000019073, 8.52833334604833, 
01/13/2017 21, 7.80000019073, 6.80000019073, 7.301666673022998, 
01/13/2017 22, 7.09999990463, 6.09999990463, 6.506666676203003, 
01/13/2017 23, 6.09999990463, 5.40000009537, 5.653333306312001, 
01/14/2017 00, 5.59999990463, 4.5, 5.037930990088102, 
01/14/2017 01, 4.5, 4, 4.241379302123277, 
01/14/2017 02, 4.40000009537, 3.70000004768, 3.9916667183236627, 
01/14/2017 03, 3.90000009537, 3.09999990463, 3.5166666825609996, 
01/14/2017 04, 3.29999995232, 3, 3.1733333309465013, 
01/14/2017 05, 3.09999990463, 2.79999995232, 2.9066666881263346, 
01/14/2017 06, 3.09999990463, 2.70000004768, 2.8666666626953345, 
01/14/2017 07, 3.70000004768, 2.5, 2.9966666618985003, 
01/14/2017 08, 6.30000019073, 3.79999995232, 5.149999968211334, 
01/14/2017 09, 9.39999961853, 6.30000019073, 7.811666679382836, 
01/14/2017 10, 11.6999998093, 9.5, 10.571666701636666, 
01/14/2017 11, 13.8999996185, 11.6000003815, 12.678333330149997, 
01/14/2017 12, 15.8999996185, 13.6000003815, 14.924999968208331, 
01/14/2017 13, 16.2000007629, 15.3000001907, 15.730000003173327, 
01/14/2017 14, 15.8999996185, 15.3000001907, 15.603333441424992, 
01/14/2017 15, 15.8999996185, 15.1000003815, 15.33666667938, 
01/14/2017 16, 15, 12.8000001907, 13.943333339690001, 
01/14/2017 17, 12.8000001907, 11.3999996185, 12.024999888730003, 
01/14/2017 18, 11.3000001907, 10.6999998093, 10.99333327611, 
01/14/2017 19, 10.6999998093, 9.5, 10.256666660318666, 
01/14/2017 20, 9.39999961853, 8, 8.7666666666665, 
01/14/2017 21, 7.90000009537, 6.90000009537, 7.276666617393338, 
01/14/2017 22, 7, 6.09999990463, 6.630000034968164, 
01/14/2017 23, 6.19999980927, 5.19999980927, 5.6166667064028335, 
01/15/2017 00, 5.19999980927, 4.5, 4.854999987284667, 
01/15/2017 01, 4.5, 4, 4.345000028610001, 
01/15/2017 02, 4, 3.5, 3.771666681766001, 
01/15/2017 03, 3.59999990463, 3.09999990463, 3.3266666611041655, 
01/15/2017 04, 3.20000004768, 2.79999995232, 3.068333299953166, 
01/15/2017 05, 2.79999995232, 2.5, 2.6249999642353328, 
01/15/2017 06, 2.79999995232, 2.5, 2.5949999690040007, 
01/15/2017 07, 3.90000009537, 2.59999990463, 3.071666653950167, 
01/15/2017 08, 6.80000019073, 4, 5.120000004768332, 
01/15/2017 09, 10.1000003815, 6.90000009537, 8.473333342871667, 
01/15/2017 10, 13, 10.1999998093, 11.218333260215001, 
01/15/2017 11, 14.8999996185, 12.3000001907, 13.797999935145999, 
01/15/2017 12, 16.7000007629, 14.8000001907, 15.697777832879996, 
01/15/2017 13, 17.2999992371, 16.6000003815, 16.975862108420685, 
01/15/2017 14, 17.3999996185, 16.5, 17.030908931385454, 
01/15/2017 15, 16.7999992371, 16, 16.346511885174422, 
01/15/2017 16, 16, 13.8999996185, 15.073333326976663, 
01/15/2017 17, 13.8000001907, 12.6000003815, 12.987931037770686, 
01/15/2017 18, 12.6000003815, 11.8999996185, 12.238333161655001, 
01/15/2017 19, 11.8999996185, 10.3999996185, 11.038333368296666, 
01/15/2017 20, 10.3999996185, 8.60000038147, 9.648333311077497, 
01/15/2017 21, 8.60000038147, 7.40000009537, 8.111666750906997, 
01/15/2017 22, 7.69999980927, 6.59999990463, 7.018333236377509, 
01/15/2017 23, 6.69999980927, 5.90000009537, 6.241666674613168, 
01/16/2017 00, 6.19999980927, 5.5, 5.831666644415001, 
01/16/2017 01, 5.5, 4.69999980927, 5.151666712760501, 
01/16/2017 02, 4.69999980927, 4.19999980927, 4.483333341281163, 
01/16/2017 03, 4.69999980927, 4, 4.264999977748001, 
01/16/2017 04, 4.09999990463, 3.59999990463, 3.8216666618968342, 
01/16/2017 05, 3.70000004768, 3.29999995232, 3.4266667167363303, 
01/16/2017 06, 3.70000004768, 3.40000009537, 3.523333346843334, 
01/16/2017 07, 4.5, 3.5, 3.888333340484834, 
01/16/2017 08, 7.69999980927, 4.59999990463, 6.0649999698005015, 
01/16/2017 09, 10.6000003815, 7.69999980927, 9.200000025189247, 
01/16/2017 10, 13.8000001907, 11, 12.712499993183927, 
01/16/2017 11, 16.2000007629, 14.1000003815, 15.355319165165957, 
01/16/2017 12, 19.1000003815, 16.2000007629, 17.775000127153337, 
01/16/2017 13, 20.2000007629, 19, 19.483333333340003, 
01/16/2017 14, 18.8999996185, 18.3999996185, 18.596666749313336, 
01/16/2017 15, 19, 17.1000003815, 18.11500012079833, 
01/16/2017 16, 17.1000003815, 16.1000003815, 16.572340539161704, 
01/16/2017 17, 16, 14.1999998093, 15.051666641231666, 
01/16/2017 18, 14.3000001907, 12.8000001907, 13.856666707998333, 
01/16/2017 19, 12.8999996185, 11.1000003815, 11.978333282473336, 
01/16/2017 20, 11.1999998093, 9.60000038147, 10.363333288830002, 
01/16/2017 21, 9.69999980927, 8.5, 9.083333301544164, 
01/16/2017 22, 8.5, 7.30000019073, 7.925000071523998, 
01/16/2017 23, 7.69999980927, 7.09999990463, 7.363333312669669, 
01/17/2017 00, 7.69999980927, 6.09999990463, 6.7733332713446694, 
01/17/2017 01, 6.19999980927, 5.5, 5.888333320617836, 
01/17/2017 02, 5.5, 4.90000009537, 5.160784300636469, 
01/17/2017 03, 5.19999980927, 4.5, 4.734999990462752, 
01/17/2017 04, 4.59999990463, 4.19999980927, 4.421666733424499, 
01/17/2017 05, 4.5, 4, 4.275000039736001, 
01/17/2017 06, 4, 3.79999995232, 3.985000010331832, 
01/17/2017 07, 5.09999990463, 4, 4.4466666539504995, 
01/17/2017 08, 9, 5.19999980927, 6.718333339690999, 
01/17/2017 09, 11.3999996185, 9.10000038147, 10.086666647589336, 
01/17/2017 10, 14.6999998093, 11.3000001907, 13.224999968213336, 
01/17/2017 11, 17.1000003815, 14.5, 15.718333387373331, 
01/17/2017 12, 18.8999996185, 17, 18.063333257040004, 
01/17/2017 13, 19.3999996185, 18.2000007629, 18.700000095369994, 
01/17/2017 14, 18.8999996185, 17.8999996185, 18.397826070376087, 
01/17/2017 15, 18.1000003815, 17.2999992371, 17.706666564951664, 
01/17/2017 16, 17.3999996185, 15.3999996185, 16.545000123973338, 
01/17/2017 17, 15.3000001907, 13.8000001907, 14.556666612623339, 
01/17/2017 18, 13.8000001907, 12.6000003815, 13.228333393738328, 
01/17/2017 19, 12.6999998093, 11.6000003815, 12.388333336519999, 
01/17/2017 20, 11.6000003815, 9.89999961853, 10.630000003182168, 
01/17/2017 21, 10, 8.5, 9.146666701635002, 
01/17/2017 22, 8.39999961853, 7.80000019073, 8.083333396911165, 
